eID,dID,efID,elID,jID,Attrition,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,burnout_rate,AnnualIncome
478,3,3,4,6,No,1246,3,1,99,3,2,18200,1,0,3,32,3,32,5,10,7,Senior,1.8,218400
479,1,3,2,7,No,622,13,2,40,3,3,2096,1,0,3,7,3,7,4,0,6,Senior,2.2,25152
480,2,1,4,3,Yes,1287,7,1,55,3,3,2886,1,1,3,6,3,6,3,1,2,Mid-level,2.2,34632
481,1,1,3,7,Yes,448,12,2,74,2,1,2033,1,0,3,1,4,1,0,0,0,Junior,1.8,24396
482,2,1,1,2,No,254,1,2,83,2,4,3622,1,1,3,6,3,6,5,1,3,Mid-level,2.4,43464
483,1,3,3,1,Yes,1365,13,2,46,3,1,4233,2,0,3,9,1,3,1,1,2,Mid-level,1.4,50796
484,2,2,1,3,No,538,25,1,54,2,4,3681,4,0,3,9,3,3,2,0,2,Mid-level,2.0,44172
485,1,3,3,1,No,525,6,1,66,4,4,5460,4,0,4,13,4,7,7,5,7,Senior,2.6,65520
486,2,3,3,2,No,798,6,1,66,2,3,2187,0,0,3,6,2,5,3,0,3,Mid-level,1.6,26244
487,1,4,4,1,No,558,2,4,75,3,3,9602,4,1,3,17,2,3,0,1,0,Mid-level,2.6,115224
488,2,1,4,2,No,959,1,4,83,2,2,2836,1,0,3,1,4,1,0,0,0,Junior,2.4,34032
489,2,1,3,5,No,622,2,3,81,3,4,4089,1,0,3,10,3,10,2,2,2,Senior,2.6,49068
490,2,2,3,8,No,782,6,2,50,2,4,16627,4,1,3,21,2,1,0,0,0,Junior,2.2,199524
491,2,1,2,2,No,362,1,3,43,3,1,2619,3,0,3,8,2,0,0,0,0,Junior,1.8,31428
492,2,3,5,3,No,1001,9,4,72,3,3,5679,3,1,3,10,3,8,7,4,7,Senior,2.8,68148
493,2,1,3,6,No,1236,1,4,40,2,1,15402,7,0,3,21,1,3,2,0,2,Mid-level,1.6,184824
494,3,1,3,9,No,1112,1,1,50,2,3,5985,4,0,3,10,4,2,2,0,2,Junior,2.0,71820
495,1,5,4,7,No,204,14,3,31,3,3,2579,1,1,3,8,3,8,2,0,6,Senior,2.6,30948
496,1,4,2,7,Yes,1420,2,3,85,3,1,3041,0,0,3,5,3,4,3,0,2,Mid-level,2.0,36492
497,1,5,2,7,No,1343,22,3,49,3,3,3447,1,0,3,3,3,3,2,1,2,Mid-level,2.4,41364
498,2,2,3,6,No,1315,3,4,35,3,4,19513,4,1,3,26,4,2,2,0,1,Junior,3.2,234156
499,2,3,2,2,No,604,6,1,69,3,3,2773,0,0,4,3,3,2,2,2,2,Junior,2.0,33276
500,1,4,3,1,No,1216,8,3,39,3,3,7104,0,0,3,6,3,5,0,1,2,Mid-level,2.4,85248
501,2,1,3,2,No,646,9,1,92,3,4,6322,1,1,3,6,2,6,4,0,5,Mid-level,2.2,75864
502,2,3,4,2,No,160,3,3,71,3,3,2083,1,0,4,1,3,1,0,0,0,Junior,2.4,24996
503,1,3,2,1,No,238,1,4,34,3,1,8381,7,0,4,18,4,14,7,8,10,Senior,2.4,100572
504,2,1,5,2,No,1397,1,2,42,3,4,2691,1,0,3,10,2,10,9,8,8,Senior,2.2,32292
505,1,1,3,1,Yes,306,26,1,100,3,1,4286,2,0,3,5,3,1,1,0,0,Junior,1.6,51432
506,2,1,4,3,No,991,6,3,71,3,4,2659,1,1,3,3,3,3,2,0,2,Mid-level,2.8,31908
507,2,2,4,4,No,482,3,3,36,3,3,9434,1,0,3,10,3,10,7,7,8,Senior,2.4,113208
508,1,3,1,1,No,1176,3,2,62,3,3,5561,1,0,3,6,2,6,0,1,2,Mid-level,2.0,66732
509,2,1,3,2,No,1017,6,2,82,1,4,6646,1,0,3,17,3,17,11,11,8,Senior,2.0,79752
510,2,1,4,5,No,1296,6,3,30,3,4,7725,3,0,4,15,1,13,11,4,7,Senior,2.2,92700
511,3,3,3,9,No,397,19,3,88,3,2,10725,2,0,3,16,4,9,7,7,1,Senior,2.4,128700
512,2,3,1,4,No,913,9,2,48,2,2,8847,2,1,3,13,3,3,2,0,2,Mid-level,2.0,106164
513,2,3,3,2,No,1115,3,1,54,2,4,2045,0,0,3,5,3,4,2,1,1,Mid-level,2.0,24540
514,2,3,2,2,Yes,1362,10,4,32,3,3,1009,1,1,3,1,3,1,0,1,1,Junior,2.8,12108
515,2,1,4,2,Yes,1076,3,1,70,3,1,3348,1,1,3,10,3,10,8,9,7,Senior,1.8,40176
516,2,1,4,3,No,727,3,3,41,2,3,1281,1,0,3,1,3,1,0,0,0,Junior,2.2,15372
517,2,3,4,2,No,885,4,1,58,4,1,2819,2,0,3,5,4,3,2,0,2,Mid-level,2.0,33828
518,1,1,4,1,No,810,8,4,57,4,2,4851,0,0,4,4,3,3,2,1,2,Mid-level,2.6,58212
519,1,4,3,1,No,243,7,4,46,2,4,4028,0,0,4,8,3,7,7,0,5,Senior,2.6,48336
520,2,1,3,2,No,806,1,2,76,1,4,2720,1,0,3,10,3,10,7,2,8,Senior,2.0,32640
521,1,4,2,1,No,817,2,2,56,4,2,8120,3,0,3,12,3,2,2,2,2,Junior,2.2,97440
522,1,3,2,1,No,1410,3,4,71,4,4,4647,1,1,4,6,3,6,5,0,4,Mid-level,3.2,55764
523,2,1,1,2,No,1225,10,4,80,4,4,4680,3,0,3,4,3,1,0,0,0,Junior,3.0,56160
524,2,3,2,3,No,1207,28,4,74,4,3,3221,1,1,3,20,3,20,8,3,8,Senior,3.0,38652
525,2,3,4,5,No,1442,9,4,46,2,2,8621,1,0,3,9,4,8,7,7,7,Senior,2.4,103452
526,1,1,1,1,Yes,693,3,1,65,3,3,4577,9,0,3,4,3,2,2,2,0,Junior,2.0,54924
527,2,5,3,5,No,408,2,4,80,2,3,4553,1,0,3,20,3,20,7,11,10,Senior,2.4,54636
528,1,4,4,1,No,929,10,4,55,3,4,5396,1,0,3,10,2,10,7,0,8,Senior,2.6,64752
529,1,5,1,1,Yes,562,8,2,50,3,3,6796,3,1,3,18,3,4,3,1,3,Mid-level,2.4,81552
530,2,1,3,5,No,827,1,2,33,4,4,7625,0,0,3,10,2,9,7,1,8,Senior,2.4,91500
531,2,1,1,4,No,608,1,3,68,3,1,7412,1,0,3,9,3,9,7,0,7,Senior,2.0,88944
532,2,1,1,8,No,1018,3,3,39,3,4,11159,3,0,3,10,3,7,7,7,7,Senior,2.6,133908
533,1,4,3,1,No,703,14,4,42,3,1,4960,2,0,3,20,3,7,7,1,7,Senior,2.2,59520
534,1,1,3,1,No,580,5,4,48,2,1,10475,5,1,4,20,3,18,13,1,12,Senior,2.2,125700
535,2,1,4,8,No,970,7,3,59,4,3,14814,3,0,3,32,3,5,1,1,3,Mid-level,2.6,177768
536,3,6,3,6,No,427,10,2,73,2,4,19141,3,0,3,23,2,21,6,12,6,Senior,2.0,229692
537,1,4,3,1,No,1179,16,1,84,3,1,5405,8,0,3,10,3,2,2,2,2,Junior,1.6,64860
538,2,1,1,4,No,294,10,4,32,3,1,8793,1,0,4,9,2,9,7,1,7,Senior,2.0,105516
539,3,6,4,6,No,314,1,4,59,2,3,19189,1,0,3,22,3,22,7,2,10,Senior,2.4,230268
540,1,4,3,7,No,316,8,4,54,3,2,3875,7,0,3,4,3,2,2,2,2,Junior,2.4,46500
541,2,1,1,2,Yes,654,1,1,67,1,2,2216,7,1,3,10,3,7,7,3,7,Senior,1.6,26592
542,2,1,4,8,No,427,8,1,63,4,1,11713,9,0,3,10,3,8,7,0,5,Senior,1.8,140556
543,2,1,4,4,No,168,1,3,81,3,3,7861,4,1,3,10,4,1,0,0,0,Junior,2.8,94332
544,2,3,4,3,No,381,24,1,49,1,3,3708,2,0,3,9,3,5,2,1,4,Mid-level,1.6,44496
545,1,3,4,1,No,217,3,4,49,3,3,13770,9,1,3,28,2,22,2,11,13,Senior,2.6,165240
546,1,4,5,1,No,501,27,3,99,3,4,5304,7,0,4,10,2,8,7,7,7,Senior,2.4,63648
547,1,1,4,7,No,1396,10,3,99,3,3,2642,1,0,3,1,3,1,0,0,0,Junior,2.4,31704
548,2,3,4,2,Yes,933,19,3,57,4,3,2759,6,1,3,7,3,2,2,2,2,Junior,2.8,33108
549,1,1,4,1,No,775,15,4,47,2,4,6804,3,0,3,7,3,2,2,2,2,Junior,2.6,81648
550,2,3,1,5,No,970,8,2,96,3,3,6142,3,0,3,10,3,5,1,4,3,Mid-level,2.2,73704
551,2,3,2,3,No,650,9,2,37,3,1,2500,1,0,3,5,4,4,3,0,2,Mid-level,2.0,30000
552,3,6,4,9,No,141,3,3,44,4,2,6389,9,0,3,12,1,8,3,3,6,Senior,2.0,76668
553,2,3,4,5,No,832,9,3,81,3,4,11103,7,0,3,30,2,10,7,1,1,Senior,2.4,133236
554,2,3,2,2,No,804,2,4,86,2,4,2342,0,1,4,5,2,4,2,2,3,Mid-level,2.6,28104
555,2,3,4,5,No,975,7,4,55,2,1,6811,8,0,3,9,1,7,6,0,7,Senior,1.6,81732
556,1,4,4,7,No,1090,10,4,83,3,2,2297,1,0,3,2,3,2,2,2,2,Junior,2.4,27564
557,2,1,4,3,No,346,6,4,86,3,4,2450,2,0,3,19,3,2,2,2,2,Junior,2.8,29400
558,2,1,3,5,No,1225,2,4,61,3,1,5093,2,0,3,16,4,1,0,0,0,Junior,2.4,61116
559,2,1,3,3,No,430,24,1,80,3,4,5309,1,0,3,10,3,10,8,4,7,Senior,2.2,63708
560,2,3,5,2,No,268,2,4,92,3,3,3057,6,1,3,6,1,1,0,0,1,Junior,2.4,36684
561,2,1,5,4,No,167,8,2,32,3,1,5121,3,0,3,7,3,0,0,0,0,Junior,1.8,61452
562,1,4,3,6,No,621,3,3,31,2,1,16856,1,0,3,34,4,34,6,1,16,Senior,2.0,202272
563,2,2,3,2,Yes,527,1,4,63,3,4,2686,1,1,3,10,2,10,9,7,8,Senior,2.8,32232
564,1,3,2,1,No,883,26,3,32,3,4,6180,1,0,4,6,2,6,5,1,4,Mid-level,2.4,74160
565,1,5,1,7,No,954,2,2,46,1,3,6632,0,0,3,9,3,8,7,3,1,Senior,1.8,79584
566,2,3,2,2,No,310,10,1,79,4,3,3505,1,0,3,2,3,2,2,0,2,Junior,2.2,42060
567,1,1,1,1,Yes,719,27,2,77,4,3,6397,4,1,3,8,3,5,4,1,3,Mid-level,2.6,76764
568,1,2,4,1,No,304,2,4,60,3,4,6274,1,0,4,6,3,6,5,1,4,Mid-level,2.8,75288
569,2,3,4,6,Yes,725,2,4,78,3,1,19859,5,1,3,24,3,5,2,1,4,Mid-level,2.4,238308
570,1,1,3,1,No,1434,8,1,76,2,1,7587,1,0,3,10,3,10,7,0,9,Senior,1.4,91044
571,2,3,3,2,No,715,19,4,41,3,4,4258,0,0,3,5,3,4,3,1,2,Mid-level,2.8,51096
572,2,1,1,3,No,575,1,1,71,1,4,4364,3,0,3,5,3,2,2,2,0,Junior,1.8,52368
573,2,3,4,5,No,657,27,2,66,3,3,4335,4,0,3,11,2,8,7,1,1,Senior,2.0,52020
574,1,5,4,1,Yes,1146,8,4,38,2,1,5326,6,0,3,6,2,4,3,1,2,Mid-level,1.8,63912
575,2,1,3,2,No,182,1,2,72,4,4,3280,2,0,3,10,3,4,2,1,3,Mid-level,2.6,39360
576,2,3,3,4,No,376,19,4,95,3,1,5485,9,1,3,9,3,5,3,1,4,Mid-level,2.4,65820
577,1,4,2,1,No,829,8,3,84,3,4,4342,0,0,3,5,3,4,2,1,1,Mid-level,2.6,52104
578,2,1,2,2,No,571,10,4,82,3,1,2782,0,1,3,6,2,5,3,4,3,Mid-level,2.2,33384
579,2,1,3,4,No,240,2,1,75,4,1,5980,6,1,3,17,3,15,7,4,12,Senior,2.0,71760
580,2,3,3,2,No,121,2,3,86,2,1,4381,1,0,3,6,3,6,5,1,3,Mid-level,1.8,52572
581,1,1,3,7,No,384,8,1,72,3,4,2572,1,0,3,3,2,3,2,0,2,Mid-level,2.0,30864
582,2,1,4,3,No,921,1,4,38,1,3,3833,3,0,4,7,3,2,2,0,2,Junior,2.2,45996
583,2,3,1,5,No,791,2,3,38,4,2,4244,1,0,4,8,3,8,7,3,7,Senior,2.4,50928
584,1,1,1,1,No,1111,8,3,93,3,1,6500,5,0,3,6,3,3,2,1,2,Mid-level,2.0,78000
585,2,1,4,6,No,570,8,2,66,3,4,18430,1,0,3,24,2,24,7,14,9,Senior,2.2,221160
586,2,1,4,3,Yes,1243,6,3,63,4,1,1601,1,1,4,1,3,0,0,0,0,Junior,2.4,19212
587,2,1,4,3,No,1092,9,3,60,2,2,2694,1,0,3,1,3,1,0,0,0,Junior,2.0,32328
588,2,1,3,3,No,1325,11,4,82,3,3,3149,8,0,4,9,3,5,2,1,4,Mid-level,2.6,37788
589,2,3,4,8,No,691,2,3,64,3,3,17639,5,0,3,30,3,4,3,0,3,Mid-level,2.4,211668
590,2,1,1,3,Yes,805,1,2,36,2,1,2319,1,1,3,1,3,1,0,0,0,Junior,1.8,27828
591,2,3,4,8,No,213,7,3,49,3,3,11691,0,0,3,14,4,13,9,3,7,Senior,2.6,140292
592,1,4,4,1,Yes,118,16,1,69,3,1,5324,5,0,3,6,3,3,2,0,2,Mid-level,1.6,63888
593,2,2,1,6,No,202,2,3,33,3,4,16752,1,1,3,26,2,26,14,3,0,Senior,2.6,201024
594,2,2,4,4,No,676,1,3,35,3,2,5228,0,0,3,10,3,9,7,0,5,Senior,2.2,62736
595,2,1,1,2,No,1252,23,3,81,4,3,2700,1,0,4,10,3,10,7,0,7,Senior,2.6,32400
596,2,1,3,8,Yes,286,2,4,31,3,2,19246,7,1,3,40,3,31,15,13,8,Senior,2.6,230952
597,2,1,3,2,No,1258,1,4,40,4,3,2506,3,0,3,7,3,2,2,2,2,Junior,2.8,30072
598,2,1,1,4,No,932,1,4,43,2,4,6062,9,1,3,8,3,4,3,0,2,Mid-level,2.8,72744
599,2,3,3,2,Yes,890,2,3,46,3,3,4382,6,0,3,5,2,2,2,2,1,Junior,2.2,52584
600,3,6,4,9,No,1041,13,3,36,3,2,2143,4,0,3,8,3,5,2,0,4,Mid-level,2.2,25716
601,2,1,4,4,No,859,4,3,98,2,3,6162,1,0,3,14,3,14,13,6,8,Senior,2.2,73944
602,2,3,3,3,No,720,16,1,51,2,3,5094,6,0,3,10,3,1,0,0,0,Junior,1.8,61128
603,2,3,4,4,No,946,2,3,52,2,4,6877,5,1,4,12,2,0,0,0,0,Junior,2.4,82524
604,2,1,4,2,No,252,2,2,95,2,3,2274,1,0,3,1,3,1,0,0,0,Junior,2.0,27288
605,2,1,4,4,No,933,29,2,98,3,2,4434,1,0,3,10,2,9,8,7,8,Senior,1.8,53208
606,2,1,4,5,No,471,12,1,45,2,1,6288,2,0,3,13,2,4,3,1,2,Mid-level,1.2,75456
607,2,1,3,2,No,702,16,3,100,2,4,2553,1,0,3,6,3,5,2,1,3,Mid-level,2.4,30636
608,1,4,4,1,Yes,1184,11,3,43,3,4,7654,1,0,3,9,4,9,8,7,7,Senior,2.8,91848
609,1,3,2,1,Yes,436,2,3,37,3,4,5160,4,0,3,12,2,9,7,7,3,Senior,2.4,61920
610,2,1,1,8,No,589,14,2,94,3,1,17159,6,0,4,22,3,4,1,1,0,Mid-level,1.8,205908
611,2,5,2,8,No,269,5,3,42,2,4,12808,1,1,3,9,3,9,8,0,8,Senior,2.6,153696
612,2,2,4,4,No,950,7,3,59,3,3,10221,3,0,4,17,4,8,5,1,6,Senior,2.6,122652
613,1,4,3,1,No,760,2,2,81,3,2,4779,1,1,4,8,3,8,7,7,5,Senior,2.2,57348
614,3,6,1,9,No,829,3,3,88,3,4,3737,0,0,3,4,1,3,2,0,2,Mid-level,2.2,44844
615,2,3,1,2,Yes,887,5,3,88,2,3,2366,1,1,3,8,3,8,7,1,7,Senior,2.4,28392
616,2,3,4,2,No,443,3,4,50,3,4,1706,1,0,3,0,2,0,0,0,0,Junior,2.6,20472
617,1,4,3,6,No,1318,26,1,66,3,3,16307,2,0,3,29,2,20,6,4,17,Senior,1.8,195684
618,2,3,4,5,No,625,4,4,50,3,2,5933,9,0,3,10,2,5,2,2,3,Mid-level,2.2,71196
619,2,3,2,2,No,180,2,1,65,4,1,3424,7,0,3,6,2,4,3,0,1,Mid-level,1.6,41088
620,1,3,4,1,No,586,1,1,48,4,1,4037,1,0,4,9,3,9,8,0,8,Senior,1.8,48444
621,2,3,2,2,No,1343,27,3,53,2,1,2559,1,0,3,6,2,6,5,1,1,Mid-level,1.6,30708
622,1,1,1,1,No,928,1,2,56,3,4,6201,1,1,3,18,2,18,14,4,11,Senior,2.4,74412
623,1,1,3,1,No,117,13,2,73,3,4,4403,2,0,3,8,2,5,2,0,3,Mid-level,2.2,52836
624,2,1,3,2,No,1012,5,2,75,2,4,3761,9,0,3,10,2,5,4,0,3,Mid-level,2.0,45132
625,1,4,1,1,No,661,7,1,78,2,4,10934,7,1,3,35,3,5,2,0,4,Mid-level,2.2,131208
626,1,4,4,1,No,930,9,4,74,3,1,10761,4,1,3,18,3,5,4,0,2,Mid-level,2.4,129132
627,2,3,1,2,No,638,8,3,91,4,3,5175,5,0,3,9,2,5,3,1,3,Mid-level,2.4,62100
628,2,3,3,4,No,890,25,3,81,2,4,13826,3,0,4,31,3,9,8,0,0,Senior,2.4,165912
629,1,4,3,1,No,342,16,4,66,2,3,6334,4,0,3,9,3,1,0,0,0,Junior,2.4,76008
630,3,3,1,9,No,1169,8,2,63,2,4,4936,1,0,3,6,3,5,1,0,4,Mid-level,2.2,59232
631,2,1,1,4,No,1230,1,4,33,2,4,4775,6,0,4,4,1,2,2,2,2,Junior,2.2,57300
632,2,1,3,3,No,986,8,1,62,4,4,2818,2,1,4,10,2,3,2,0,2,Mid-level,2.4,33816
633,2,3,2,2,No,1271,2,2,35,3,4,2515,5,1,3,8,3,2,1,2,2,Junior,2.6,30180
634,3,1,4,9,No,1278,8,1,77,2,1,2342,0,0,4,6,3,5,4,0,3,Mid-level,1.4,28104
635,1,2,2,1,No,141,3,3,98,3,1,4194,1,1,3,5,3,5,3,0,3,Mid-level,2.2,50328
636,2,1,4,4,No,607,9,4,66,2,3,10685,1,1,4,17,3,17,14,5,15,Senior,2.6,128220
637,2,1,3,2,Yes,130,25,4,96,3,2,2022,1,1,3,10,2,10,2,7,8,Senior,2.4,24264
638,2,1,4,3,No,300,1,4,61,3,4,2314,0,0,3,4,3,3,0,0,2,Mid-level,2.8,27768
639,1,4,2,1,No,583,4,3,87,2,1,4256,1,0,3,5,4,5,2,0,3,Mid-level,2.0,51072
640,2,5,4,2,No,1418,1,3,36,3,1,3580,2,0,3,7,3,4,2,0,2,Mid-level,2.0,42960
641,2,1,2,3,No,1269,4,1,46,2,4,3162,0,0,3,6,2,5,2,3,4,Mid-level,1.8,37944
642,1,1,1,1,No,379,5,2,48,3,2,6524,1,0,3,10,3,10,8,5,3,Senior,2.0,78288
643,1,4,4,7,No,395,9,2,98,2,2,2899,0,0,3,3,3,2,2,1,2,Junior,1.8,34788
644,2,1,4,3,No,1265,3,3,95,4,4,5231,2,1,3,17,2,5,3,1,3,Mid-level,2.8,62772
645,2,1,3,2,No,1222,11,4,48,3,4,2356,3,1,3,8,3,6,4,0,2,Mid-level,3.0,28272
646,1,3,4,7,Yes,341,1,2,48,2,3,2800,6,1,3,5,3,3,2,0,2,Mid-level,2.2,33600
647,1,4,4,1,No,868,8,1,73,3,4,11836,5,0,3,28,3,2,0,2,2,Junior,2.2,142032
648,2,5,4,4,No,672,25,4,78,2,2,10903,3,0,3,16,3,13,10,4,8,Senior,2.2,130836
649,1,3,1,7,No,1231,21,3,54,3,4,2973,5,0,3,10,3,5,4,0,0,Mid-level,2.6,35676
650,2,1,3,8,No,102,23,4,72,3,4,14275,6,0,3,33,3,12,9,3,8,Senior,2.8,171300
651,2,1,4,5,No,422,1,4,33,3,4,5562,4,0,3,12,2,5,2,2,2,Mid-level,2.6,66744
652,1,4,1,1,No,249,2,3,35,3,4,4537,0,1,4,8,3,7,6,7,7,Senior,2.8,54444
653,1,3,1,1,No,1252,19,1,32,3,2,7642,1,1,3,10,3,10,0,0,9,Senior,2.0,91704
654,2,1,3,6,No,881,2,1,98,3,1,17924,1,0,3,31,3,31,6,14,7,Senior,1.6,215088
655,3,1,4,9,No,1383,2,4,42,2,4,5204,8,0,3,13,3,5,4,0,4,Mid-level,2.6,62448
656,3,6,1,9,No,1075,3,4,57,3,2,2277,3,1,3,7,4,4,3,0,3,Mid-level,2.8,27324
657,2,1,3,3,Yes,374,25,1,87,3,4,2795,1,1,4,1,1,1,0,0,1,Junior,2.0,33540
658,2,3,2,3,No,1086,7,1,62,2,4,2532,6,0,3,8,3,4,3,0,3,Mid-level,2.0,30384
659,2,1,1,2,No,661,9,2,61,3,1,2559,1,1,3,8,3,8,7,7,1,Senior,2.0,30708
660,1,3,3,1,No,821,5,1,98,3,4,4908,1,0,3,4,3,4,2,0,2,Mid-level,2.2,58896
661,2,1,2,3,Yes,781,2,4,57,2,4,2380,9,1,3,3,2,1,0,0,0,Junior,2.6,28560
662,2,1,4,4,No,177,8,1,55,3,2,4765,4,0,4,4,4,1,0,0,0,Junior,2.0,57180
663,1,3,4,7,Yes,500,2,3,49,2,3,2044,1,0,3,2,2,2,2,0,2,Junior,2.0,24528
664,2,2,2,2,Yes,1427,18,4,65,3,4,2693,1,0,3,1,2,1,0,0,0,Junior,2.6,32316
665,2,1,2,5,No,1425,14,3,68,3,4,6586,0,1,3,17,2,16,8,4,11,Senior,2.6,79032
666,1,1,3,7,No,1454,2,4,65,2,4,3294,1,1,3,3,2,3,2,1,2,Mid-level,2.6,39528
667,2,1,2,4,Yes,617,3,2,34,3,3,4171,0,1,3,4,4,3,2,0,2,Mid-level,2.6,50052
668,2,1,3,3,Yes,1085,2,2,57,1,4,2778,4,1,3,10,2,7,7,1,0,Senior,2.0,33336
669,2,3,4,2,No,995,9,3,77,3,3,2377,5,0,3,6,3,2,2,2,2,Junior,2.4,28524
670,2,3,4,3,Yes,1122,6,4,70,3,1,2404,7,1,4,8,1,2,2,2,2,Junior,2.0,28848
671,2,1,4,2,No,618,4,2,76,3,3,2318,1,0,3,1,3,1,1,0,0,Junior,2.2,27816
672,2,1,4,3,No,546,10,2,83,3,2,2008,1,0,3,1,3,1,0,1,0,Junior,2.0,24096
673,1,3,1,1,No,462,14,3,68,2,3,6244,7,0,3,10,3,5,4,0,3,Mid-level,2.2,74928
674,2,2,3,2,No,1198,1,3,100,2,1,2799,3,1,3,6,3,3,2,0,2,Mid-level,2.0,33588
675,2,5,4,5,No,1272,5,3,37,2,2,10552,2,1,3,24,3,6,0,0,4,Mid-level,2.2,126624
676,1,1,3,7,No,154,7,2,41,2,3,2329,3,0,3,13,4,7,7,5,2,Senior,2.2,27948
677,2,1,2,5,No,1137,21,4,51,3,4,4014,1,1,4,10,1,10,6,0,7,Senior,2.6,48168
678,2,2,1,3,No,527,8,1,51,3,2,7403,4,0,3,29,2,26,9,1,7,Senior,1.6,88836
679,2,3,3,2,No,1469,20,4,51,3,3,2259,4,0,3,13,2,0,0,0,0,Junior,2.4,27108
680,1,4,1,1,No,1188,20,4,45,3,3,6932,1,0,3,9,2,9,8,0,0,Senior,2.4,83184
681,2,2,3,2,No,188,7,2,65,3,4,4678,2,0,3,8,3,6,2,0,1,Mid-level,2.4,56136
682,2,5,4,8,No,1333,1,4,80,3,1,13582,1,0,3,15,3,15,12,5,11,Senior,2.2,162984
683,2,1,4,3,No,1184,1,3,70,2,2,2332,6,0,4,5,3,3,0,0,2,Mid-level,2.0,27984
684,1,4,1,7,Yes,867,19,3,36,2,2,2413,1,1,3,1,3,1,0,0,0,Junior,2.2,28956
685,1,4,3,1,No,658,10,1,67,2,2,9705,2,0,3,11,2,1,0,0,0,Junior,1.4,116460
686,1,3,4,1,No,1283,1,3,52,2,1,4294,1,0,3,7,3,7,7,0,7,Senior,1.8,51528
687,2,3,4,3,No,263,6,4,59,3,1,4721,2,1,3,20,3,18,13,2,17,Senior,2.4,56652
688,2,3,3,3,No,938,2,3,79,3,3,2519,4,0,4,16,3,11,8,3,9,Senior,2.4,30228
689,1,2,4,7,Yes,419,21,4,37,2,2,2121,1,1,3,1,4,1,0,0,0,Junior,2.6,25452
690,2,5,4,3,Yes,129,4,1,84,3,1,2973,1,0,3,1,3,1,0,0,0,Junior,1.6,35676
691,2,3,4,5,No,616,12,4,41,3,4,5855,0,1,3,10,1,9,7,8,5,Senior,2.6,70260
692,2,3,3,2,No,1469,9,4,35,3,2,3617,8,1,3,3,3,1,1,0,0,Junior,2.6,43404
693,2,3,3,4,No,498,3,3,93,3,1,6725,1,0,3,8,4,8,7,6,3,Senior,2.2,80700
694,1,1,2,1,Yes,530,3,3,51,2,4,10325,1,1,3,16,3,16,7,3,7,Senior,2.6,123900
695,2,1,4,5,No,1069,1,2,42,2,4,6949,0,0,3,6,3,5,0,1,4,Mid-level,2.2,83388
696,1,1,3,1,Yes,625,1,1,46,2,3,10609,5,0,3,17,1,14,1,11,7,Senior,1.4,127308
697,2,1,1,3,No,805,4,3,57,3,2,4447,1,0,3,9,2,9,7,0,8,Senior,2.0,53364
698,1,5,4,7,No,1404,20,3,84,3,4,2157,1,0,3,3,3,3,1,0,2,Mid-level,2.6,25884
699,1,3,4,1,No,1219,18,3,86,3,3,4601,1,0,3,5,3,5,2,1,0,Mid-level,2.4,55212
700,2,1,1,6,No,1053,1,4,70,3,4,17099,2,0,3,26,2,9,8,7,8,Senior,2.6,205188
701,2,5,4,2,Yes,289,2,4,51,3,3,2479,4,0,4,7,3,1,0,0,0,Junior,2.6,29748
702,1,3,1,6,No,1376,2,3,45,3,3,14852,6,0,3,22,4,17,13,15,2,Senior,2.6,178224
703,1,2,1,1,No,231,8,3,62,3,3,7264,5,0,3,10,4,8,4,7,7,Senior,2.6,87168
704,1,5,4,1,No,152,10,3,85,3,4,5666,1,1,3,6,3,5,3,1,3,Mid-level,2.8,67992
705,1,1,3,1,No,882,3,4,92,3,4,7823,6,0,3,12,3,10,9,0,8,Senior,2.8,93876
706,1,1,5,1,No,903,2,1,41,4,3,7880,0,0,3,9,3,8,7,0,7,Senior,2.2,94560
707,1,1,4,1,Yes,1479,24,2,100,4,2,13194,4,1,3,22,2,1,0,0,0,Junior,2.2,158328
708,2,3,3,4,No,1379,16,3,64,4,3,5067,1,1,3,20,4,19,10,2,7,Senior,3.0,60804
709,1,5,3,1,No,1229,8,1,84,3,4,5079,4,0,3,12,3,7,7,0,7,Senior,2.2,60948
710,2,3,1,2,Yes,335,9,3,46,2,1,2321,0,1,4,4,3,3,2,1,2,Mid-level,2.0,27852
711,1,1,4,6,No,722,17,4,38,3,3,17444,1,0,3,10,3,10,8,6,0,Senior,2.6,209328
712,2,1,4,2,Yes,906,10,4,92,2,1,2404,6,1,4,3,3,0,0,0,0,Junior,2.2,28848
713,2,1,2,2,No,461,13,2,53,3,4,3452,3,0,3,5,3,3,2,0,2,Mid-level,2.4,41424
714,2,3,3,3,No,974,1,4,91,3,4,2270,3,0,3,8,3,5,3,0,2,Mid-level,2.8,27240
715,2,3,1,8,No,1126,1,4,66,3,4,17399,9,0,4,32,2,5,4,1,3,Mid-level,2.6,208788
716,2,2,3,5,No,827,1,3,84,4,2,5488,1,1,3,6,3,6,5,1,2,Mid-level,2.6,65856
717,2,3,4,8,No,840,9,1,64,3,3,19419,2,0,3,21,4,18,16,0,11,Senior,2.2,233028
