eID,dID,efID,elID,jID,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,JobSatisfaction,JobInvolvement,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,Attrition,OverTime
589,2,3,4,8,17639,691,64,6881,3,3,3,3,4,3,0,3,5,3,2,No,0
590,2,1,1,3,2319,805,36,6689,1,2,3,3,1,0,0,0,1,1,1,Yes,1
591,2,3,4,8,11691,213,49,25995,3,3,3,4,13,9,3,7,0,3,7,No,0
592,1,4,4,1,5324,118,69,26507,1,3,3,3,3,2,0,2,5,3,16,Yes,0
593,2,2,1,6,16752,202,33,12982,4,3,3,2,26,14,3,0,1,3,2,No,1
594,2,2,4,4,5228,676,35,23361,2,3,3,3,9,7,0,5,0,2,1,No,0
595,2,1,1,2,2700,1252,81,23779,3,4,4,3,10,7,0,7,1,3,23,No,0
596,2,1,3,8,19246,286,31,25761,2,3,3,3,31,15,13,8,7,2,2,Yes,1
597,2,1,3,2,2506,1258,40,13301,3,4,3,3,2,2,2,2,3,0,1,No,0
598,2,1,1,4,6062,932,43,4051,4,2,3,3,4,3,0,2,9,4,1,No,1
599,2,3,3,2,4382,890,46,16374,3,3,3,2,2,2,2,1,6,3,2,Yes,0
600,3,6,4,9,2143,1041,36,25527,2,3,3,3,5,2,0,4,4,2,13,No,0
601,2,1,4,4,6162,859,98,19124,3,2,3,3,14,13,6,8,1,3,4,No,0
602,2,3,3,3,5094,720,51,11983,3,2,3,3,1,0,0,0,6,6,16,No,0
603,2,3,4,4,6877,946,52,20234,4,2,4,2,0,0,0,0,5,4,2,No,1
604,2,1,4,2,2274,252,95,6153,3,2,3,3,1,0,0,0,1,3,2,No,0
605,2,1,4,4,4434,933,98,11806,2,3,3,2,9,8,7,8,1,3,29,No,0
606,2,1,4,5,6288,471,45,4284,1,2,3,2,4,3,1,2,2,3,12,No,0
607,2,1,3,2,2553,702,100,8306,4,2,3,3,5,2,1,3,1,3,16,No,0
608,1,4,4,1,7654,1184,43,5860,4,3,3,4,9,8,7,7,1,3,11,Yes,0
609,1,3,2,1,5160,436,37,21519,4,3,3,2,9,7,7,3,4,3,2,Yes,0
610,2,1,1,8,17159,589,94,5200,1,3,4,3,4,1,1,0,6,3,14,No,0
611,2,5,2,8,12808,269,42,8842,4,2,3,3,9,8,0,8,1,3,5,No,1
612,2,2,4,4,10221,950,59,18869,3,3,4,4,8,5,1,6,3,3,7,No,0
613,1,4,3,1,4779,760,81,3698,2,3,4,3,8,7,7,5,1,2,2,No,1
614,3,6,1,9,3737,829,88,2243,4,3,3,1,3,2,0,2,0,1,3,No,0
615,2,3,1,2,2366,887,88,20898,3,2,3,3,8,7,1,7,1,2,5,Yes,1
616,2,3,4,2,1706,443,50,16571,4,3,3,2,0,0,0,0,1,6,3,No,0
617,1,4,3,6,16307,1318,66,5594,3,3,3,2,20,6,4,17,2,2,26,No,0
618,2,3,4,5,5933,625,50,5197,2,3,3,2,5,2,2,3,9,2,4,No,0
619,2,3,2,2,3424,180,65,21632,1,4,3,2,4,3,0,1,7,3,2,No,0
620,1,3,4,1,4037,586,48,21816,1,4,4,3,9,8,0,8,1,5,1,No,0
621,2,3,2,2,2559,1343,53,17852,1,2,3,2,6,5,1,1,1,3,27,No,0
622,1,1,1,1,6201,928,56,2823,4,3,3,2,18,14,4,11,1,1,1,No,1
623,1,1,3,1,4403,117,73,9250,4,3,3,2,5,2,0,3,2,3,13,No,0
624,2,1,3,2,3761,1012,75,2373,4,2,3,2,5,4,0,3,9,3,5,No,0
625,1,4,1,1,10934,661,78,20715,4,2,3,3,5,2,0,4,7,3,7,No,1
626,1,4,4,1,10761,930,74,19239,1,3,3,3,5,4,0,2,4,2,9,No,1
627,2,3,1,2,5175,638,91,22162,3,4,3,2,5,3,1,3,5,3,8,No,0
628,2,3,3,4,13826,890,81,19028,4,2,4,3,9,8,0,0,3,3,25,No,0
629,1,4,3,1,6334,342,66,24558,3,2,3,3,1,0,0,0,4,2,16,No,0
630,3,3,1,9,4936,1169,63,23965,4,2,3,3,5,1,0,4,1,6,8,No,0
631,2,1,1,4,4775,1230,33,19146,4,2,4,1,2,2,2,2,6,2,1,No,0
632,2,1,3,3,2818,986,62,5044,4,4,4,2,3,2,0,2,2,2,8,No,1
633,2,3,2,2,2515,1271,35,9068,4,3,3,3,2,1,2,2,5,2,2,No,1
634,3,1,4,9,2342,1278,77,8635,1,2,4,3,5,4,0,3,0,3,8,No,0
635,1,2,2,1,4194,141,98,14363,1,3,3,3,5,3,0,3,1,3,3,No,1
636,2,1,4,4,10685,607,66,23457,3,2,4,3,17,14,5,15,1,2,9,No,1
637,2,1,3,2,2022,130,96,16612,2,3,3,2,10,2,7,8,1,3,25,Yes,1
638,2,1,4,3,2314,300,61,9148,4,3,3,3,3,0,0,2,0,2,1,No,0
639,1,4,2,1,4256,583,87,18154,1,2,3,4,5,2,0,3,1,1,4,No,0
640,2,5,4,2,3580,1418,36,10554,1,3,3,3,4,2,0,2,2,2,1,No,0
641,2,1,2,3,3162,1269,46,10778,4,2,3,2,5,2,3,4,0,2,4,No,0
642,1,1,1,1,6524,379,48,8891,2,3,3,3,10,8,5,3,1,3,5,No,0
643,1,4,4,7,2899,395,98,12102,2,2,3,3,2,2,1,2,0,3,9,No,0
644,2,1,4,3,5231,1265,95,23726,4,4,3,2,5,3,1,3,2,1,3,No,1
645,2,1,3,2,2356,1222,48,14871,4,3,3,3,6,4,0,2,3,2,11,No,1
646,1,3,4,7,2800,341,48,23522,3,2,3,3,3,2,0,2,6,3,1,Yes,1
647,1,4,4,1,11836,868,73,22789,4,3,3,3,2,0,2,2,5,3,8,No,0
648,2,5,4,4,10903,672,78,9129,2,2,3,3,13,10,4,8,3,2,25,No,0
649,1,3,1,7,2973,1231,54,21222,4,3,3,3,5,4,0,0,5,3,21,No,0
650,2,1,3,8,14275,102,72,20206,4,3,3,3,12,9,3,8,6,0,23,No,0
651,2,1,4,5,5562,422,33,21782,4,3,3,2,5,2,2,2,4,2,1,No,0
652,1,4,1,1,4537,249,35,17783,4,3,4,3,7,6,7,7,0,2,2,No,1
653,1,3,1,1,7642,1252,32,4814,2,3,3,3,10,0,0,9,1,2,19,No,1
654,2,1,3,6,17924,881,98,4544,1,3,3,3,31,6,14,7,1,3,2,No,0
655,3,1,4,9,5204,1383,42,7790,4,2,3,3,5,4,0,4,8,2,2,No,0
656,3,6,1,9,2277,1075,57,22650,2,3,3,4,4,3,0,3,3,4,3,No,1
657,2,1,3,3,2795,374,87,18016,4,3,4,1,1,0,0,1,1,2,25,Yes,1
658,2,3,2,3,2532,1086,62,6054,4,2,3,3,4,3,0,3,6,5,7,No,0
659,2,1,1,2,2559,661,61,7508,1,3,3,3,8,7,7,1,1,0,9,No,1
660,1,3,3,1,4908,821,98,24252,4,3,3,3,4,2,0,2,1,3,5,No,0
661,2,1,2,3,2380,781,57,13384,4,2,3,2,1,0,0,0,9,3,2,Yes,1
662,2,1,4,4,4765,177,55,23814,2,3,4,4,1,0,0,0,4,2,8,No,0
663,1,3,4,7,2044,500,49,22052,3,2,3,2,2,2,0,2,1,3,2,Yes,0
664,2,2,2,2,2693,1427,65,8870,4,3,3,2,1,0,0,0,1,3,18,Yes,0
665,2,1,2,5,6586,1425,68,4821,4,3,3,2,16,8,4,11,0,2,14,No,1
666,1,1,3,7,3294,1454,65,13137,4,2,3,2,3,2,1,2,1,3,2,No,1
667,2,1,2,4,4171,617,34,10022,3,3,3,4,3,2,0,2,0,3,3,Yes,1
668,2,1,3,3,2778,1085,57,17725,4,1,3,2,7,7,1,0,4,1,2,Yes,1
669,2,3,4,2,2377,995,77,9834,3,3,3,3,2,2,2,2,5,2,9,No,0
670,2,3,4,3,2404,1122,70,4303,1,3,4,1,2,2,2,2,7,2,6,Yes,1
671,2,1,4,2,2318,618,76,17808,3,3,3,3,1,1,0,0,1,2,4,No,0
672,2,1,4,3,2008,546,83,6896,2,3,3,3,1,0,1,0,1,3,10,No,0
673,1,3,1,1,6244,462,68,7824,3,2,3,3,5,4,0,3,7,6,14,No,0
674,2,2,3,2,2799,1198,100,3339,1,2,3,3,3,2,0,2,3,1,1,No,1
675,2,5,4,5,10552,1272,37,9255,2,2,3,3,6,0,0,4,2,3,5,No,1
676,1,1,3,7,2329,154,41,11737,3,2,3,4,7,7,5,2,3,2,7,No,0
677,2,1,2,5,4014,1137,51,19170,4,3,4,1,10,6,0,7,1,2,21,No,1
678,2,2,1,3,7403,527,51,22477,2,3,3,2,26,9,1,7,4,3,8,No,0
679,2,3,3,2,2259,1469,51,5543,3,3,3,2,0,0,0,0,4,2,20,No,0
680,1,4,1,1,6932,1188,45,24406,3,3,3,2,9,8,0,0,1,2,20,No,0
681,2,2,3,2,4678,188,65,23293,4,3,3,3,6,2,0,1,2,6,7,No,0
682,2,5,4,8,13582,1333,80,16292,1,3,3,3,15,12,5,11,1,3,1,No,0
683,2,1,4,3,2332,1184,70,3974,2,2,4,3,3,0,0,2,6,3,1,No,0
684,1,4,1,7,2413,867,36,18798,2,2,3,3,1,0,0,0,1,2,19,Yes,1
685,1,4,3,1,9705,658,67,20652,2,2,3,2,1,0,0,0,2,2,10,No,0
686,1,3,4,1,4294,1283,52,11148,1,2,3,3,7,7,0,7,1,2,1,No,0
687,2,3,4,3,4721,263,59,3119,1,3,3,3,18,13,2,17,2,3,6,No,1
688,2,3,3,3,2519,938,79,12287,3,3,4,3,11,8,3,9,4,6,2,No,0
689,1,2,4,7,2121,419,37,9947,2,2,3,4,1,0,0,0,1,3,21,Yes,1
690,2,5,4,3,2973,129,84,13008,1,3,3,3,1,0,0,0,1,2,4,Yes,0
691,2,3,4,5,5855,616,41,17369,4,3,3,1,9,7,8,5,0,2,12,No,1
692,2,3,3,2,3617,1469,35,25063,2,3,3,3,1,1,0,0,8,2,9,No,1
693,2,3,3,4,6725,498,93,13554,1,3,3,4,8,7,6,3,1,2,3,No,0
694,1,1,2,1,10325,530,51,5518,4,2,3,3,16,7,3,7,1,6,3,Yes,1
695,2,1,4,5,6949,1069,42,12291,4,2,3,3,5,0,1,4,0,3,1,No,0
696,1,1,3,1,10609,625,46,14922,3,2,3,1,14,1,11,7,5,2,1,Yes,0
697,2,1,1,3,4447,805,57,23163,2,3,3,2,9,7,0,8,1,5,4,No,0
698,1,5,4,7,2157,1404,84,18203,4,3,3,3,3,1,0,2,1,5,20,No,0
699,1,3,4,1,4601,1219,86,6179,3,3,3,3,5,2,1,0,1,3,18,No,0
700,2,1,1,6,17099,1053,70,13829,4,3,3,2,9,8,7,8,2,2,1,No,0
701,2,5,4,2,2479,289,51,26227,3,3,4,3,1,0,0,0,4,4,2,Yes,0
702,1,3,1,6,14852,1376,45,13938,3,3,3,4,17,13,15,2,6,3,2,No,0
703,1,2,1,1,7264,231,62,9977,3,3,3,4,8,4,7,7,5,2,8,No,0
704,1,5,4,1,5666,152,85,19899,4,3,3,3,5,3,1,3,1,1,10,No,1
705,1,1,3,1,7823,882,92,6812,4,3,3,3,10,9,0,8,6,2,3,No,0
706,1,1,5,1,7880,903,41,2560,3,4,3,3,8,7,0,7,0,3,2,No,0
707,1,1,4,1,13194,1479,100,17071,2,4,3,2,1,0,0,0,4,2,24,Yes,1
708,2,3,3,4,5067,1379,64,6759,3,4,3,4,19,10,2,7,1,3,16,No,1
709,1,5,3,1,5079,1229,84,25952,4,3,3,3,7,7,0,7,4,3,8,No,0
710,2,3,1,2,2321,335,46,10322,1,2,4,3,3,2,1,2,0,0,9,Yes,1
711,1,1,4,6,17444,722,38,20489,3,3,3,3,10,8,6,0,1,2,17,No,0
712,2,1,4,2,2404,906,92,11479,1,2,4,3,0,0,0,0,6,5,10,Yes,1
713,2,1,2,2,3452,461,53,17241,4,3,3,3,3,2,0,2,3,4,13,No,0
714,2,3,3,3,2270,974,91,11005,4,3,3,3,5,3,0,2,3,2,1,No,0
715,2,3,1,8,17399,1126,66,6615,4,3,4,2,5,4,1,3,9,1,1,No,0
716,2,2,3,5,5488,827,84,20161,2,4,3,3,6,5,1,2,1,2,1,No,1
717,2,3,4,8,19419,840,64,3735,3,3,3,4,18,16,0,11,2,2,9,No,0
718,2,5,3,3,2811,1134,37,12086,2,3,3,3,2,2,2,2,9,2,16,No,0
719,2,1,1,3,3633,248,42,14039,1,3,3,3,9,8,0,8,1,2,23,No,1
720,1,1,1,1,4163,955,83,8571,4,3,3,3,9,0,0,7,1,0,4,No,1
721,2,1,4,2,2132,138,48,11539,3,3,3,3,5,2,0,1,4,2,22,Yes,1
722,2,1,4,4,13973,939,95,4161,3,3,3,3,12,11,1,5,3,2,24,No,1
723,2,3,2,2,2684,1391,66,12127,3,3,3,2,2,1,0,2,0,0,10,No,0
724,2,3,1,4,10845,566,75,24208,3,3,3,3,8,7,0,7,6,3,7,No,0
725,2,3,2,4,4377,1206,41,24117,3,2,3,3,4,2,3,2,1,6,17,No,0
726,2,2,3,3,3743,622,39,10074,2,2,4,1,4,2,0,2,1,2,14,Yes,1
727,2,1,2,4,4148,853,96,11275,1,3,3,3,4,3,0,3,1,1,1,No,0
728,2,1,1,2,1051,287,73,13493,4,3,3,3,0,0,0,0,1,2,5,No,0
729,2,5,4,4,10739,1441,56,13943,3,3,3,3,10,7,0,8,8,2,17,No,0
730,2,3,3,5,10388,583,57,6975,3,3,3,2,16,10,10,1,1,3,25,No,1
731,2,1,1,8,11416,153,73,17802,1,4,3,2,8,7,1,7,0,4,8,No,1
732,2,3,4,2,2600,1097,98,18275,1,2,3,3,1,0,0,0,1,2,11,Yes,1
733,2,3,4,3,2422,109,60,25725,2,3,3,3,3,2,1,2,0,3,5,Yes,0
734,2,3,1,4,5472,1066,32,3334,4,4,3,3,8,7,1,3,1,2,2,No,0
735,2,1,2,3,2451,217,94,6881,1,1,3,2,4,3,1,1,1,3,8,No,0
736,2,1,4,5,4240,277,97,13119,3,2,3,3,2,2,2,2,2,0,6,No,0
737,2,1,3,5,10999,1355,78,22245,3,2,3,3,15,11,4,8,7,3,4,No,0
738,2,3,1,4,5003,549,42,23371,3,3,3,3,2,2,2,1,6,6,7,No,0
739,2,1,2,4,12742,466,65,7060,4,2,3,3,21,6,11,8,1,3,1,No,0
740,2,1,3,4,4227,1055,47,4658,4,3,3,3,3,2,2,2,0,2,2,No,0
741,2,2,4,3,3917,802,45,9541,4,3,4,2,3,2,1,2,1,4,10,No,0
742,1,4,1,6,18303,265,90,7770,3,3,3,4,1,0,0,0,6,3,5,No,0
743,2,1,4,3,2380,804,64,20165,4,3,3,3,1,0,0,0,4,5,9,No,0
744,2,1,4,4,13726,715,69,21829,4,2,3,3,5,3,4,3,3,4,2,No,1
745,2,3,1,5,4777,1141,61,14382,2,1,3,1,1,0,0,0,5,2,11,Yes,0
746,2,3,3,5,6385,135,62,12992,2,3,3,3,8,7,6,7,3,3,18,No,1
747,2,1,2,8,19973,247,55,20284,3,1,4,3,21,16,5,10,1,3,7,No,0
748,1,1,3,1,6861,1035,42,4981,4,3,3,3,1,0,0,0,8,1,3,No,1
749,1,3,1,1,4969,265,79,21813,1,1,3,3,2,2,2,2,8,6,29,Yes,0
750,1,4,2,6,19845,266,57,25846,4,1,3,3,32,14,6,9,1,3,2,Yes,0
751,1,3,4,1,13320,1448,53,11737,4,4,3,3,12,11,11,11,3,2,28,No,1
752,1,1,4,1,6347,145,95,24920,3,3,3,3,18,7,0,13,0,3,1,No,0
753,2,1,3,3,2743,885,43,8269,1,4,3,3,17,13,15,14,1,1,16,Yes,0
754,2,3,4,4,10880,945,82,5083,1,3,3,3,21,6,2,8,1,2,22,No,1
755,1,1,2,7,2342,1038,88,21437,4,2,3,2,2,2,2,2,0,2,8,No,0
756,1,1,1,6,17650,1234,90,5404,4,3,3,4,9,3,1,1,3,4,11,No,0
757,2,3,3,3,4025,1109,69,11135,3,3,3,3,8,7,7,7,9,2,29,No,0
758,1,4,3,1,9725,216,75,12278,4,4,3,2,15,1,0,9,0,2,1,No,0
759,1,5,1,6,11904,1089,66,11038,4,3,3,1,6,4,0,4,3,1,1,No,1
760,3,3,3,9,2177,788,36,8318,2,3,3,3,6,3,0,4,1,3,24,No,0
761,1,4,4,1,7525,124,38,23537,2,2,3,3,15,7,6,12,2,2,2,No,0
762,2,2,4,3,4834,660,81,7858,3,3,3,2,1,0,0,0,7,3,15,Yes,0
763,2,1,4,2,2042,342,57,15346,1,3,3,3,3,2,1,2,6,2,2,Yes,1
764,1,1,3,7,2220,1333,87,18410,3,3,3,3,1,1,0,0,1,2,10,No,1
765,1,3,2,7,1052,1144,74,23384,2,3,4,3,1,0,0,0,1,5,10,No,0
766,2,2,3,2,2821,1186,44,2997,3,3,3,3,2,2,2,2,3,2,3,No,0
767,2,3,3,8,19237,1464,62,12853,3,3,3,2,8,1,7,7,2,2,2,No,1
768,2,2,4,5,4107,124,35,13848,2,3,3,2,4,3,0,1,3,3,3,No,0
769,1,4,4,1,8396,300,74,22217,1,3,3,2,7,7,7,5,1,3,26,No,0
770,2,3,2,2,2007,921,66,25265,3,2,3,3,5,3,1,3,1,5,1,No,0
771,2,3,3,8,19627,430,40,21445,4,3,3,3,2,2,2,2,9,0,1,No,0
772,1,1,3,1,10686,1082,41,8392,3,2,3,3,9,4,7,0,6,4,2,No,0
773,2,3,4,2,2942,1240,63,12154,3,3,3,3,5,4,0,3,2,4,9,No,0
774,2,3,5,4,8858,796,51,15669,4,2,3,2,14,8,7,8,0,2,12,No,0
775,2,3,2,6,16756,444,40,17323,1,2,3,4,9,7,6,2,7,3,2,No,0
776,1,3,4,1,10798,415,79,5268,4,2,3,3,1,0,0,0,5,5,25,No,0
777,1,4,4,7,2323,769,54,17205,4,3,3,3,2,2,0,2,1,3,9,Yes,1
778,2,1,4,3,1416,1334,36,17258,1,2,3,2,1,0,1,0,1,6,10,Yes,0
779,2,1,3,2,4615,1003,74,21029,1,2,4,3,16,13,1,7,8,2,8,No,1
780,2,1,3,2,2461,1323,34,10332,3,3,3,4,10,0,2,7,9,2,4,Yes,1
781,2,5,1,5,8722,1366,72,12355,1,2,3,2,10,7,1,9,1,2,24,Yes,0
782,2,3,1,3,3955,192,59,11141,1,2,3,3,5,3,1,3,1,2,1,No,0
783,2,2,4,4,9957,1176,85,9096,1,3,3,2,6,2,0,2,0,1,20,No,0
784,2,5,1,2,3376,509,43,18863,3,4,3,3,10,6,0,8,1,3,7,No,0
785,2,1,2,5,8823,330,65,24608,3,2,3,2,19,9,1,9,0,4,17,No,0
786,2,5,3,5,10322,1492,61,26542,4,3,4,3,11,10,11,1,4,6,20,No,0
787,2,1,5,3,4621,1277,87,5869,3,1,3,3,3,2,1,2,1,4,8,No,0
788,2,1,2,4,10976,1091,65,15813,2,3,3,3,3,2,1,2,3,4,2,No,0
789,2,2,4,2,3660,857,59,7909,3,3,3,4,8,7,1,7,3,4,10,No,0
790,3,3,1,9,10482,1376,91,2326,1,2,3,3,20,6,3,6,9,1,1,Yes,0
791,2,1,4,5,7119,654,34,21214,4,2,3,3,3,2,1,2,4,2,5,No,0
792,1,5,4,1,9582,1204,86,10333,1,3,4,3,8,7,4,7,0,2,4,Yes,1
793,2,3,3,2,4508,827,54,3129,3,2,4,3,13,7,3,8,1,4,29,Yes,0
794,2,1,1,3,2207,895,50,22482,3,3,3,2,4,2,2,2,1,5,15,No,0
795,2,1,2,5,7756,618,45,22266,4,3,3,2,6,2,0,4,0,1,3,No,0
796,1,1,3,1,6694,309,88,24223,4,2,3,3,1,0,0,0,2,5,10,No,1
797,2,5,2,3,3691,1219,32,4605,4,3,3,4,7,7,5,6,1,3,4,Yes,1
798,2,3,4,3,2377,1330,37,19373,3,3,4,2,1,1,0,0,1,0,21,Yes,0
799,2,3,4,2,2313,1017,55,2993,2,2,4,3,2,2,2,2,4,0,25,Yes,1
800,2,3,1,6,17665,469,35,14399,1,3,3,3,22,6,13,7,0,3,2,No,0
801,2,3,4,3,2596,1009,45,7160,2,2,3,3,1,0,0,0,1,2,1,Yes,0
802,1,2,3,1,4728,959,81,17251,3,3,3,3,0,0,0,0,3,4,1,Yes,1
803,1,1,4,1,4302,970,30,13401,2,3,3,3,3,2,0,2,0,3,7,No,0
804,2,1,3,2,2979,697,40,22478,4,2,3,3,0,0,0,0,3,2,3,No,0
805,2,3,3,6,16885,1262,35,16154,4,4,4,2,5,4,2,1,2,3,1,No,0
806,1,1,3,1,5593,1050,65,17970,3,2,3,3,15,10,4,12,1,2,9,No,0
807,2,1,3,5,10445,994,87,15322,2,3,3,3,8,6,4,0,7,4,7,No,0
808,1,4,3,1,8740,770,73,5569,3,2,3,3,8,7,2,7,0,2,10,No,1
809,2,1,3,2,2514,1107,93,26968,4,3,4,3,7,5,1,7,4,1,28,No,0
810,2,3,4,4,7655,950,93,8039,2,3,3,2,9,7,1,7,0,3,3,No,0
811,1,4,2,6,17465,406,52,15596,3,3,3,3,12,9,4,9,3,3,3,No,0
812,1,4,1,1,7351,130,32,20619,2,3,3,3,1,0,0,0,7,2,2,No,0
813,2,1,4,4,10820,1082,83,11535,1,3,3,3,8,7,0,1,8,1,27,No,0
814,2,1,4,5,12169,203,84,13547,4,3,3,3,18,7,11,5,7,4,2,Yes,0
815,2,3,4,8,19626,1308,44,17544,3,2,3,4,20,7,4,9,1,2,14,No,0
816,2,5,2,2,2070,984,70,25326,2,2,3,4,2,2,2,2,1,6,1,No,1
817,2,1,4,3,6782,439,70,8770,2,3,3,2,5,4,0,3,9,2,9,No,0
818,2,1,3,4,7779,217,78,23238,4,3,4,3,11,9,0,9,2,0,18,No,0
819,1,1,4,7,2791,793,67,21981,4,4,3,3,2,2,2,2,0,4,20,No,0
820,2,1,2,2,3201,1451,67,19911,2,2,3,1,5,3,0,4,0,2,2,No,0
821,1,4,1,1,4968,1182,54,18500,4,3,3,3,5,2,0,2,1,3,11,No,0
822,1,5,3,1,13120,174,56,11879,2,2,3,3,9,8,2,3,6,3,8,No,0
823,2,1,1,4,4033,1003,95,15834,3,3,3,2,3,2,0,2,2,3,2,No,0
824,2,1,4,2,3291,490,61,17940,2,3,3,2,7,5,1,1,0,2,10,No,0
825,2,3,4,3,4272,188,56,9558,4,1,3,3,1,0,0,0,4,3,29,No,0
826,2,3,2,4,5056,718,79,17689,4,2,3,2,10,7,1,2,1,2,8,No,1
827,3,6,4,9,2844,433,37,6004,3,4,3,4,7,6,5,0,1,2,1,No,0
828,2,1,4,2,2703,773,39,22088,3,2,3,3,3,1,0,2,1,2,6,No,1
829,2,3,2,3,1904,247,80,13556,3,3,3,3,0,0,0,0,1,0,8,Yes,0
830,1,4,3,1,8224,603,77,18385,1,3,3,3,5,2,0,3,0,3,9,Yes,1
831,2,1,3,3,4766,167,46,9051,4,3,3,3,1,0,0,0,3,4,12,No,1
832,2,3,4,3,2610,874,72,6233,3,3,3,2,2,2,2,2,1,5,15,Yes,0
833,2,3,1,5,5731,367,52,17171,4,2,3,3,6,2,1,3,7,2,25,No,0
834,2,1,4,2,2539,199,55,7950,3,2,3,3,4,2,2,2,1,0,6,No,0
835,1,1,2,1,5714,1400,70,5829,3,3,4,2,6,5,1,3,1,3,9,No,0
836,3,5,3,9,4323,528,100,7108,3,3,3,1,5,4,1,4,1,2,8,No,0
837,1,1,2,1,7336,408,45,11162,1,2,3,1,11,8,3,10,1,3,23,Yes,0
838,2,3,3,8,13499,593,88,13782,3,3,3,2,18,7,2,13,9,3,9,No,0
839,1,1,4,1,13758,481,44,2447,1,3,3,2,21,9,13,14,0,2,12,Yes,1
840,1,4,3,1,5155,647,45,2253,1,3,3,4,6,4,1,5,7,3,4,No,0
841,2,3,3,3,2258,982,58,16340,3,2,3,3,8,0,1,7,6,2,1,No,0
842,2,3,4,3,3597,477,49,6409,2,3,4,3,4,3,1,2,8,2,24,No,0
843,2,1,2,3,2515,1485,79,22955,4,3,3,2,1,1,0,0,1,4,12,Yes,1
844,2,3,3,3,4420,1384,82,13421,4,4,4,3,8,7,0,7,1,2,3,No,0
845,1,4,4,1,6578,852,72,2706,3,2,3,3,10,3,1,4,1,3,10,No,0
846,2,3,1,2,4422,902,92,21203,4,2,3,1,1,1,0,0,3,3,26,No,1
847,2,1,4,4,10274,819,44,19588,2,2,3,4,7,7,6,4,2,2,2,No,0
848,2,3,4,5,5343,669,97,25755,1,2,4,3,13,9,4,9,0,3,1,No,0
849,2,2,3,3,2376,636,47,26537,4,2,3,4,2,2,2,2,1,2,4,No,0
850,1,4,4,1,5346,1372,85,9489,3,1,3,2,4,3,1,3,8,2,9,Yes,0
851,1,1,2,7,2827,862,76,14947,1,3,3,3,1,0,0,0,1,3,2,No,0
852,2,5,3,6,19943,718,92,18575,1,3,3,3,5,2,4,2,4,2,4,No,0
853,2,3,2,3,3131,1401,54,26342,4,3,3,3,10,8,0,8,1,5,6,No,0
854,2,1,1,2,2552,645,54,7172,1,3,4,3,1,1,0,0,1,4,9,No,0
855,2,3,4,2,4477,1457,83,20100,3,3,3,2,3,2,0,2,4,2,7,No,1
856,2,1,4,4,6474,977,56,9961,4,2,3,2,14,8,3,11,1,2,1,No,0
857,2,1,4,3,3033,805,87,12828,3,2,3,2,2,2,1,2,1,2,3,No,0
858,2,1,3,2,2936,1097,96,10826,3,3,3,3,6,4,0,2,1,4,10,Yes,1
859,2,3,1,6,18606,1223,50,18640,3,3,3,3,7,7,4,7,3,6,7,No,0
860,2,1,2,2,2168,942,69,26933,4,1,3,2,5,4,1,3,0,2,15,No,1
861,2,1,3,2,2853,1256,48,4223,4,2,3,3,0,0,0,0,0,5,3,Yes,1
862,1,4,4,6,17048,1402,69,24097,1,3,4,3,26,15,15,9,8,2,2,No,0
863,2,1,4,2,2290,111,74,4279,3,1,3,3,0,0,0,0,2,3,17,No,0
864,3,6,4,9,3600,147,99,8429,3,3,3,3,5,4,1,4,1,2,2,No,0
865,2,1,1,2,2107,906,95,20293,1,2,3,1,1,0,0,0,6,2,5,Yes,0
866,1,1,3,1,4115,1329,61,13192,1,3,3,3,4,3,0,3,8,3,29,No,0
867,1,3,3,1,4327,1184,62,25440,2,3,3,3,0,0,0,0,5,2,2,No,0
868,2,3,4,6,17856,1421,30,9490,1,3,4,3,2,2,2,2,2,3,2,No,0
869,2,3,3,3,3196,1179,78,12449,1,2,3,3,6,5,3,3,1,2,19,No,0
870,2,1,1,8,19081,1450,52,10849,2,3,3,3,4,2,0,3,5,2,15,No,0
871,1,1,3,1,8966,1361,94,21026,1,3,3,3,7,7,1,7,3,2,17,No,1
872,2,1,1,3,2210,984,97,3372,2,3,3,1,1,0,0,0,1,3,17,Yes,0
873,1,3,4,1,4539,1146,82,4905,3,3,3,2,10,7,0,1,1,3,25,No,0
874,2,1,3,3,2741,917,60,6865,3,1,3,3,7,7,1,7,1,4,6,No,0
875,2,1,3,3,3491,853,49,11309,3,3,3,2,10,7,8,9,1,4,7,No,0
876,2,2,3,2,4541,200,32,7744,4,3,4,3,20,11,13,17,1,3,29,No,0
877,1,4,4,7,2678,654,43,5050,4,4,3,3,2,1,2,2,1,2,21,No,0
878,2,5,3,4,7379,150,60,17433,4,3,3,2,6,3,1,4,2,3,2,No,0
879,3,3,5,9,6272,179,79,12858,1,4,3,4,4,3,0,3,7,3,2,No,0
880,1,4,3,1,5220,696,52,10893,4,4,3,3,11,7,1,9,0,3,7,No,1
881,2,2,4,3,2743,116,77,7331,2,2,4,3,2,2,2,2,1,2,13,No,0
882,2,1,1,2,4998,1316,38,2338,3,3,3,3,8,7,0,7,4,2,2,No,1
883,2,5,4,4,10252,363,77,4235,1,1,4,3,7,7,7,7,2,2,1,No,1
